ID,Description,Entry_ID,Comment,Media_IDs,Semantic_Domain,alt_translation1
SN004736,suspect (imperfective aspect); doubt (perfective aspect),LX003578,,,,подозревать
SN004737,doubt (perfective aspect); suspect (perfective aspect),LX003579,,,,сомневаться
SN004738,doubt; melancholy,LX003580,,,,сомнение; грусть
SN004739,in thoughts; doubtfully,LX003581,,,,в раздумье
SN004740,Tawlu,Tawlu,,,Name,Тавлу
SN004741,urging a donkey; stop!,LX003582,,,,понукание для осла; стоп
SN004742,fearful; timid,taxce,,,,боязливый; неприручённый; пугливый
SN004743,capital; big city,LX003583,,,Loanword,столица; большой город
SN004744,crime; guilt,LX003584,,,,преступление; вина
SN004745,culprit,LX003585,,,,виновник
SN004746,blame (perfective aspect),LX003586,,,,обвинять
SN004747,board; windowpane,LX003587,,,Housing & Lifestyle,доска; широкая; лист стекла
SN004748,foal,LX003588,,,Animal,жеребёнок
SN004749,[plural suffix],-te_1,,,,[множественное число]
SN004750,[definite description plural forming suffix],-te_2,,,,[определенное описание]
SN004751,exist; be located,teb,,,,иметься
SN004752,separate (perfective aspect); detach (perfective aspect),LX003589,,,,отделить; отделять
SN004753,disintegrate (perfective aspect); break away (perfective aspect),LX003590,,,,разниматься; отделиться
SN004754,separate (imperfective aspect); detach (imperfective aspect),LX003591,,,,разнимать; отделить; отделять
SN004755,break away (perfective aspect),LX003592,,,,отделиться
SN004756,select (perfective aspect); separate (perfective aspect); detach (perfective aspect),LX003593,,,,выделить
SN004757,separate,tekce,,,,отдельный
SN004758,separately,tekle,,,,отдельно
SN004759,basin,tijan,,,,таз
SN004760,request,tiladi,,,,просьба
SN004761,ask for (perfective aspect); beg (perfective aspect); request (perfective aspect),LX003594,,,,просить; умолять
SN004762,telephone,tilipun,,,Loanword,телефон
SN004763,interpreter,LX003595,,,,переводчик
SN004764,stutterer,tilqaw,,,,заика
SN004765,stuttering,tilqawdex,,,,заикание
SN004766,mixer,LX003596,,,Tool; Housing & Lifestyle,деревянный миксер
SN004767,rude; rough,tirsce,,,,грубый
SN004768,roughly; rudely,tirsle,,,,грубо
SN004769,spit,tu,,,,плевок
SN004770,spit out (perfective aspect); spit (perfective aspect),LX003597,,,,выплюнуть
SN004771,spit (imperfective aspect),LX003598,,,,плевать(ся)
SN004772,spit (perfective aspect),LX003599,,,,плюнуть
SN004773,spit (perfective aspect),LX003600,,,,плюнуть
SN004774,spit (imperfective aspect),LX003601,,,,плеваться
SN004775,current,tuk,,,Loanword,ток
SN004776,shop,tuken,,,Loanword,магазин
SN004777,salesman; seller,LX003602,,,Profession,продавец
SN004778,hill,tum_1,,,,холм; бугор; ухаб
SN004779,swarm,tum_2,,,Measure,рой
SN004780,thicken (perfective aspect); make bold (perfective aspect); make courageous (perfective aspect),LX003603,,,,сгущать
SN004781,riotous; bold; courageous,tuntce,,,,буйный; смелый
SN004782,courage,tuntdex,,,,смелость
SN004783,ball,tup,,,Loanword,мяч
SN004784,countryside; landslide,tupan,,,,сель; оползень
SN004785,gun; rifle; cannon,tupang,,,Tool; Loanword,ружьё; пушка
SN004786,fire (imperfective aspect); shoot (imperfective aspect),LX003604,,,,выстрелить; стрелять
SN004787,fire (perfective aspect); shoot (perfective aspect),LX003605,,,,выстрелить; стрелять
SN004788,projectile; missile; bullet; projectile,LX003606,,,,снаряд
SN004789,play ball (perfective aspect),LX003607,,,,играть в мяч
SN004790,sword,tur,,,Tool,меч
SN004791,fishnet,tur,,,Tool,рыбацкая сеть
SN004792,male dog,LX003608,,,Animal,кобель
SN004793,pipe,turba,,,Tool; Loanword,труба
SN004794,Turkish,turkaballa,,,,турецкий
SN004795,underpants,LX003609,,,Clothes; Loanword,трусы
SN004796,fart,tus,,,,пукание
SN004797,fart silently (perfective aspect),LX003610,,,,освободиться от газов бесшумно
SN004798,prison; jail,tusnaq,,,,тюрьма
SN004799,arrest (perfective aspect),LX003611,,,,арестовать
SN004800,mulberry,tut,,,Plant; Food,тутовник; шелкопряд
SN004801,doctor,LX003612,,,Profession; Loanword,врач; доктор
SN004802,relative,LX003613,,,Kinship,родственник; род; родня
SN004803,come together (perfective aspect); become related (perfective aspect),LX003614,,,,сближаться; породниться
SN004804,affiliate (perfective aspect),LX003615,,,,роднить
SN004805,kinship,LX003616,,,,родство
SN004806,[second person plural],LX003617,,,,[второе лицо множественное число]
SN004807,mixer,LX003618,,,Tool,миксер из дерева
SN004808,drum,LX003619,,,Musical instrument,барабан
SN004809,break,LX003620,,,,лопнуть
SN004810,trap,LX003621,,,Tool,ловушка; капкан
SN004811,drum (perfective aspect),LX003622,,,,барабанить
SN004812,burst (perfective aspect),LX003623,,,,разорваться
SN004813,burst (perfective aspect); explode (perfective aspect),LX003624,,,,лопнуться; взрываться
SN004814,drumming; sound of explosion; clap,LX003625,,,,звук барабана; хлопок
SN004815,catch (perfective aspect),LX003626,,,,ловить
SN004816,shot; sound from a shot,LX003627,,,,выстрел; шум от выстрела (звукоподражание)
SN004817,slam (perfective aspect); bang (perfective aspect),LX003628,,,,хлопнуть
SN004818,sound of a shot; flap; clap,LX003629,,,,хлопок; звук выстрела
SN004819,sway (perfective aspect),LX003630,,,,покачиваться
SN004820,drummer,LX003631,,,Profession,барабанщик
SN004821,spot,LX003632,,,,пятно
SN004822,spotted,LX003633,,,,пятнистый
SN004823,stiffen (perfective aspect),LX003634,,,,набухать и окаменевать
SN004824,music; traditional wedding music,LX003635,,,,музыка; традиционная свадебная музыка
SN004825,trash (perfective aspect); slap (perfective aspect),LX003636,,,,отлупить
SN004826,trash (perfective aspect); slap (perfective aspect),LX003637,,,,отлупить
SN004827,stomp (imperfective aspect); tromp (imperfective aspect),LX003638,,,,топать
SN004828,shoe,LX003639,,,Clothes,обувь; туфля
SN004829,shoemaker,LX003640,,,Profession,сапожник; обувной мастер
SN004830,zany; moony; erratic,LX003641,,,,недотёпа; рассеянный
SN004831,cock; rooster,LX003642,,,Animal,петух
SN004832,beautiful,LX003643,,,,красивый
SN004833,[second person singular],LX003644,,,,[второе лицо единственное число]
SN004834,type of clothing,LX003645,,,Clothes,одежда
SN004835,eggbeater; egg whisk; beater; mixer,LX003646,,,Tool,веник для взбивания; сбивалка; венчик; мутовка
SN004836,[suffix for the derivation of spatial adverbs],LX003647,,,,[словообразовательный суффих]
SN004837,boot top; gauntlets,LX003648,,,Clothes,голенище
SN004838,only,LX003649,,,Loanword,только
SN004839,penis; dick,LX003650,,,Body part,мужской член
SN004840,outside; outwards; out,LX003651,,,,наружу
SN004841,outside; outwards; out,LX003652,,,,наружу
SN004842,outside; outwards; out,LX003653,,,,наружу
SN004843,deduce (perfective aspect); release (perfective aspect); publish (perfective aspect),LX003654,,,,выводить; выпустить; издавать
SN004844,go out (perfective aspect); leave (perfective aspect),LX003655,,,,уехать; выйти
SN004845,pour out (perfective aspect); spill out (perfective aspect); bring out (perfective aspect),LX003656,,,,излить; вылить
SN004846,go out; come out,LX003657,,,,выйти; выходить
SN004847,go out (perfective aspect); leave (perfective aspect),LX003658,,,,выйти
SN004848,take out (imperfective aspect); carry out (imperfective aspect),LX003659,,,,вытаскивать
SN004849,lead out,LX003660,,,,вывозить
SN004850,go out (perfective aspect); leave (perfective aspect); come out (perfective aspect),LX003661,,,,выйти; выходить
SN004851,go out,LX003662,,,,выйти наружи
SN004852,take out (perfective aspect); extract (perfective aspect); pull out (perfective aspect),LX003663,,,,вынуть; извлечь; вытащить
SN004853,cut off (perfective aspect),LX003664,,,,вырезать
SN004854,come out (perfective aspect); go out (perfective aspect),LX003665,,,,выйти
SN004855,take out (perfective aspect); pull out (perfective aspect),LX003666,,,,вытащить
SN004856,flow out (imperfective aspect),LX003667,,,,выливаться
SN004857,flow out (perfective aspect),LX003668,,,,вылиться
SN004858,hollow (perfective aspect),LX003669,,,,выдалбливать
SN004859,come out (perfective aspect); fall out (perfective aspect),LX003670,,,,выпасть
SN004860,lead out (perfective aspect); fall out (perfective aspect); drop out (perfective aspect),LX003671,,,,вываливаться; рассыпаться; выпасть
SN004861,lead out (imperfective aspect); fall out (imperfective aspect); drop out (imperfective aspect),LX003672,,,,рассыпаться; выпадать
SN004862,go out (imperfective aspect); climb out (imperfective aspect),LX003673,,,,сходить
SN004863,lead out (perfective aspect),LX003674,,,,выводить
SN004864,deduce (perfective aspect),LX003675,,,,выводить
SN004865,pour out (perfective aspect),LX003676,,,,выливать
SN004866,strew (perfective aspect); scatter (perfective aspect); pour (perfective aspect),LX003677,,,,высыпать
SN004867,strew (imperfective aspect); scatter (imperfective aspect); pour (imperfective aspect),LX003678,,,,сыпать; высыпать
SN004868,take out (imperfective aspect),LX003679,,,,вытаскивать; выносить
SN004869,pull out (perfective aspect),LX003680,,,,выташить
SN004870,take out (perfective aspect),LX003681,,,,вынести; выташить
SN004871,come out (perfective aspect),LX003682,,,,выйти
SN004872,bring out (perfective aspect); drive out (perfective aspect),LX003682,,,,вывести; выгнать
SN004873,pull out (imperfective aspect),LX003683,,,,
SN004874,outer,LX003684,,,,наружный
SN004875,from outside,LX003685,,,,извне
SN004876,inhabitant of another village,LX003686,,,,житель другого села
SN004877,herd; flock,LX003687,,,Measure,отара
SN004878,line; trait,LX003688,,,,линия; черта
SN004879,beak,LX003689,,,Body part,клюв
SN004880,shut up (perfective aspect),LX003690,,,,заткнуться
SN004881,toot,LX003691,,,,тут
SN004882,toot,LX003692,,,,тут
SN004883,toot (imperfective aspect),LX003693,,,,гудеть
SN004884,fart (perfective aspect),LX003694,,,,освободиться от газов
SN004885,someone who farts,LX003695,,,,"человек, который выпускает газы"
SN004886,stop,LX003696,,,,остановиться
SN004887,stop (perfective aspect); halt (perfective aspect),LX003697,,,,остановиться
SN004888,wait (perfective aspect),LX003697,,,,подождать
SN004889,stop (perfective aspect); halt (perfective aspect),LX003698,,,,остановиться
SN004890,stand (perfective aspect),LX003698,,,,стоять
SN004891,tablet,LX003699,,,Tool; Housing & Lifestyle,поднос
SN004892,character,LX003700,,,,характер
SN004893,need,LX003701,,,,нужда
SN004894,defecate,LX003702,,,,испражняться
SN004895,cut off (perfective aspect); saw off (perfective aspect); amputate (perfective aspect),LX003703,,,,отрезать; спилить; ампутировать; отсечь
